transaction_id,transaction_date,value_date,customer_id,account_id,account_type,txn_type,channel,direction,amount,currency,merchant_category,region,risk_score,is_fraud_suspected
TXN0002381,2024-02-21,2024-02-22,CUST00474,ACC00000884,LOAN,WITHDRAWAL,SWIFT,DEBIT,4823.39,SGD,INSURANCE,DPS,0.125,0
TXN0002382,2024-01-03,2024-01-03,CUST00334,ACC00000492,LOAN,REVERSAL,ATM,DEBIT,9750.66,IDR,RENT,DPS,0.238,0
TXN0002383,2024-02-10,2024-02-10,CUST00009,ACC00001213,CURRENT,FEE,POS,DEBIT,24379.76,IDR,TRANSPORT,JKT,0.104,0
TXN0002384,2024-01-06,2024-01-07,CUST00251,ACC00000810,LOAN,WITHDRAWAL,SWIFT,DEBIT,14916.85,IDR,E_COMMERCE,SBY,0.163,0
TXN0002385,2024-01-25,2024-01-25,CUST00431,ACC00000961,CURRENT,DEPOSIT,ATM,DEBIT,4885.49,IDR, UTILITIES ,MDN,0.11,0
TXN0002386,2024-01-13,2024-01-13,CUST00332,ACC00000420,CREDIT_CARD,REVERSAL,ATM,CREDIT,3664.99,IDR,SALARY,OTHERS,0.146,0
TXN0002387,2024-01-08,2024-01-08,CUST00298,ACC00001273,LOAN,TRANSFER_IN,SWIFT,DEBIT,4655.33,IDR,DINING,OTHERS,0.258,0
TXN0002388,2024-01-21,2024-01-21,CUST00435,ACC00000649,SAVINGS,WITHDRAWAL,BRANCH,DEBIT,2924.87,USD,RETAIL,BDG,0.106,0
TXN0002389,2024-03-08,2024-03-08,CUST00184,ACC00001188,SAVINGS,FEE,INTERNET,CREDIT,9117.29,SGD,LOAN_REPAYMENT,JKT,0.036,0
TXN0002390,2024-01-25,2024-01-26,CUST00179,ACC00001279,LOAN,TRANSFER_OUT,ATM,DEBIT,15537.77,SGD,TRANSPORT,BDG,0.185,0
TXN0002391,2024-03-19,2024-03-19,CUST00198,ACC00000476,CREDIT_CARD,FEE,ATM,CREDIT,7653.57,USD,LOAN_REPAYMENT,BDG,0.111,0
TXN0002392,2024-03-08,2024-03-08,CUST00128,ACC00001441,SAVINGS,DEPOSIT,BRANCH,CREDIT,32074.4,IDR,RENT,JKT,0.116,0
TXN0002393,2024-02-14,2024-02-15,CUST00020,ACC00000170,CREDIT_CARD,TRANSFER_OUT,ATM,DEBIT,33534.55,IDR,DINING,DPS,0.161,0
TXN0002394,2024-02-29,2024-02-29,CUST00472,ACC00001341,LOAN,PAYMENT,POS,CREDIT,10364.98,USD,,JKT,0.235,0
TXN0002395,2024-01-12,2024-01-12,CUST00411,ACC00000174,CREDIT_CARD,PAYMENT,BRANCH,DEBIT,14207.85,IDR,TRANSPORT,OTHERS,0.069,0
TXN0002396,2024-02-01,2024-02-01,CUST00422,ACC00000470,CURRENT,INTEREST,MOBILE,DEBIT,3942.75,IDR,LOAN_REPAYMENT,OTHERS,0.132,0
TXN0002397,2024-01-13,2024-01-13,CUST00328,ACC00000345,SAVINGS,PAYMENT,INTERNET,CREDIT,6071.46,IDR,LOAN_REPAYMENT,DPS,0.193,0
TXN0002398,2024-01-31,2024-02-01,CUST00065,ACC00000445,CREDIT_CARD,FEE,INTERNET,CREDIT,22422.41,USD,UTILITIES,SBY,0.218,0
TXN0002399,2024-03-18,2024-03-19,CUST00182,ACC00001042,SAVINGS,INTEREST,POS,CREDIT,5097.89,SGD,SALARY,DPS,0.074,0
TXN0002400,2024-01-20,2024-01-20,CUST00241,ACC00001094,CREDIT_CARD,PAYMENT,ATM,CREDIT,26632.93,IDR, SALARY ,MDN,0.148,0
TXN0002401,2024-01-18,2024-01-18,CUST00369,ACC00001362,SAVINGS,TRANSFER_OUT,ATM,DEBIT,-19733.07,IDR,RENT,DPS,0.064,0
TXN0002402,2024-02-29,2024-03-01,CUST00024,ACC00000628,SAVINGS,WITHDRAWAL,INTERNET,DEBIT,14783.98,IDR,DINING,MDN,0.101,0
TXN0002403,2024-03-03,2024-03-03,CUST00384,ACC00000592,LOAN,TRANSFER_IN,BRANCH,CREDIT,3171.13,SGD,SALARY,JKT,0.158,1
TXN0002404,2024-01-06,2024-01-07,CUST00431,ACC00000527,CREDIT_CARD,WITHDRAWAL,SWIFT,DEBIT,6313.28,USD,RENT,DPS,0.067,0
TXN0002405,2024-02-01,2024-02-02,CUST00455,ACC00000456,LOAN,TRANSFER_OUT,INTERNET,DEBIT,13566.61,IDR,DINING,MDN,0.221,0
TXN0002406,2024-02-12,2024-02-12,CUST00083,ACC00001293,SAVINGS,PAYMENT,ATM,CREDIT,3682.7,SGD,FEE,OTHERS,0.199,0
TXN0002407,2024-01-02,2024-01-03,CUST00470,ACC00000811,CREDIT_CARD,TRANSFER_IN,MOBILE,DEBIT,6960.02,IDR,SALARY,MDN,0.144,0
TXN0002408,2024-02-29,2024-03-01,CUST00319,ACC00000188,CREDIT_CARD,PAYMENT,SWIFT,CREDIT,14789.97,IDR,RETAIL,JKT,0.03,0
TXN0002409,2024-01-23,2024-01-23,CUST00185,ACC00001021,CURRENT,WITHDRAWAL,BRANCH,CREDIT,5143.36,IDR,LOAN_REPAYMENT,MDN,0.159,0
TXN0002410,2024-03-23,2024-03-24,CUST00439,ACC00000711,SAVINGS,TRANSFER_IN,ATM,CREDIT,4116.82,USD,INSURANCE,JKT,0.039,0
TXN0002411,2024-01-31,2024-02-01,CUST00316,ACC00000529,CURRENT,INTEREST,BRANCH,CREDIT,1918.66,IDR,LOAN_REPAYMENT,DPS,0.219,0
TXN0002412,2024-01-05,2024-01-05,CUST00099,ACC00000434,CURRENT,FEE,BRANCH,DEBIT,5947.3,IDR,UTILITIES,JKT,0.149,0
TXN0002413,2024-03-23,2024-03-23,CUST00062,ACC00000288,CREDIT_CARD,PAYMENT,MOBILE,DEBIT,15041.15,IDR,RETAIL,OTHERS,0.153,0
TXN0002414,2024-02-03,2024-02-04,CUST00286,ACC00000499,CURRENT,REVERSAL,MOBILE,DEBIT,4030.63,USD,ATM_CASH,BDG,0.029,0
TXN0002415,2024-01-10,2024-01-11,CUST00477,ACC00001465,SAVINGS,TRANSFER_OUT,MOBILE,CREDIT,8219.77,IDR,FEE,DPS,0.156,1
TXN0002416,2024-03-29,2024-03-30,CUST00022,ACC00000303,LOAN,TRANSFER_IN,ATM,CREDIT,6772.55,IDR,LOAN_REPAYMENT,SBY,0.206,0
TXN0002417,2024-01-02,2024-01-03,CUST00459,ACC00000087,CURRENT,DEPOSIT,INTERNET,CREDIT,4753.81,IDR,E_COMMERCE,DPS,0.065,0
TXN0002418,2024-01-11,2024-01-11,CUST00212,ACC00000830,CURRENT,TRANSFER_OUT,POS,CREDIT,15837.95,IDR,FEE,SBY,0.262,0
TXN0002419,2024-02-19,2024-02-20,CUST00126,ACC00000438,CREDIT_CARD,TRANSFER_OUT,POS,CREDIT,30146.31,IDR, ATM_CASH ,OTHERS,0.069,0
TXN0002420,2024-01-31,2024-01-31,CUST00413,ACC00000541,CREDIT_CARD,WITHDRAWAL,BRANCH,DEBIT,18096.44,SGD,TRANSPORT,SBY,0.163,0
TXN0002421,2024-02-25,2024-02-25,CUST00499,ACC00001046,CREDIT_CARD,TRANSFER_IN,INTERNET,DEBIT,4643.63,IDR,SALARY,DPS,0.292,0
TXN0002422,2024-03-19,2024-03-19,CUST00425,ACC00000833,LOAN,TRANSFER_IN,POS,CREDIT,39890.46,IDR,RENT,OTHERS,0.123,0
TXN0002423,2024-03-13,2024-03-13,CUST00042,ACC00000797,CREDIT_CARD,TRANSFER_IN,ATM,CREDIT,18054.0,IDR,INSURANCE,BDG,0.033,0
TXN0002424,2024-03-27,2024-03-28,CUST00098,ACC00000560,SAVINGS,REVERSAL,INTERNET,DEBIT,5620.15,IDR,DINING,JKT,0.229,0
TXN0002425,2024-03-23,2024-03-24,CUST00449,ACC00000762,SAVINGS,DEPOSIT,SWIFT,CREDIT,4357.87,SGD,DINING,MDN,0.173,0
TXN0002426,2024-01-09,2024-01-09,CUST00031,ACC00000467,CREDIT_CARD,FEE,INTERNET,DEBIT,19867.32,IDR,GROCERY,OTHERS,0.356,0
TXN0002427,2024-01-21,2024-01-22,CUST00158,ACC00001125,CREDIT_CARD,WITHDRAWAL,INTERNET,CREDIT,9311.59,IDR,UTILITIES,JKT,0.093,0
TXN0002428,2024-03-13,2024-03-13,CUST00112,ACC00000675,LOAN,DEPOSIT,POS,CREDIT,4102.65,IDR,RETAIL,DPS,0.204,0
TXN0002429,2024-01-28,2024-01-29,CUST00402,ACC00000685,LOAN,TRANSFER_IN,SWIFT,DEBIT,7197.67,IDR,RETAIL,MDN,0.242,0
TXN0002430,2024-03-02,2024-03-02,CUST00247,ACC00001165,SAVINGS,REVERSAL,BRANCH,DEBIT,5850.27,IDR,GROCERY,JKT,0.047,0
TXN0002431,2024-01-07,2024-01-08,CUST00122,ACC00000138,LOAN,INTEREST,POS,CREDIT,4191.24,IDR,RENT,SBY,0.104,0
TXN0002432,2024-03-20,2024-03-21,CUST00273,ACC00000578,CREDIT_CARD,REVERSAL,BRANCH,DEBIT,18245.41,IDR,SALARY,DPS,0.061,0
TXN0002433,2024-01-16,2024-01-16,CUST00294,ACC00000710,LOAN,FEE,POS,DEBIT,15144.3,IDR,INSURANCE,SBY,0.303,0
TXN0002434,2024-01-04,2024-01-04,CUST00398,ACC00000228,CREDIT_CARD,PAYMENT,MOBILE,CREDIT,15848.55,IDR,DINING,SBY,0.177,0
TXN0002435,2024-01-04,2024-01-05,CUST00471,ACC00000281,SAVINGS,WITHDRAWAL,MOBILE,CREDIT,15673.65,IDR,GROCERY,SBY,0.192,0
TXN0002436,2024-02-09,2024-02-10,CUST00473,ACC00000684,CURRENT,TRANSFER_OUT,SWIFT,DEBIT,3893.93,IDR,DINING,JKT,0.254,1
TXN0002437,2024-01-17,2024-01-17,CUST00207,ACC00000828,LOAN,INTEREST,ATM,DEBIT,4999.29,IDR,SALARY,SBY,0.016,0
TXN0002438,2024-02-21,2024-02-22,CUST00110,ACC00000431,SAVINGS,INTEREST,ATM,CREDIT,26027.94,IDR,UTILITIES,BDG,0.393,0
TXN0002439,2024-02-21,2024-02-21,CUST00440,ACC00001064,SAVINGS,INTEREST,BRANCH,DEBIT,8834.41,IDR,SALARY,DPS,0.092,0
TXN0002440,2024-02-05,2024-02-05,CUST00278,ACC00001235,LOAN,REVERSAL,MOBILE,DEBIT,2498.94,IDR,LOAN_REPAYMENT,BDG,0.282,0
TXN0002441,2024-02-07,2024-02-07,CUST00451,ACC00000302,CURRENT,FEE,POS,CREDIT,9638.83,IDR,RETAIL,SBY,0.322,0
TXN0002442,2024-02-19,2024-02-20,CUST00056,ACC00001110,CREDIT_CARD,PAYMENT,ATM,DEBIT,13681.95,IDR,ATM_CASH,SBY,0.034,0
TXN0002443,2024-03-03,2024-03-03,CUST00375,ACC00001421,SAVINGS,FEE,POS,CREDIT,12323.13,IDR,GROCERY,JKT,0.226,0
TXN0002444,2024-03-03,2024-03-03,CUST00403,ACC00001277,SAVINGS,WITHDRAWAL,INTERNET,CREDIT,3826.49,IDR,DINING,DPS,0.106,0
TXN0002445,2024-03-02,2024-03-02,CUST00057,ACC00000533,CURRENT,TRANSFER_OUT,BRANCH,CREDIT,36657.64,SGD,GROCERY,BDG,0.166,0
TXN0002446,2024-01-07,2024-01-07,CUST00428,ACC00000769,CREDIT_CARD,TRANSFER_IN,MOBILE,DEBIT,2439.44,IDR,TRANSPORT,JKT,0.114,0
TXN0002447,2024-01-27,2024-01-28,CUST00482,ACC00001405,SAVINGS,PAYMENT,MOBILE,DEBIT,8854.82,IDR,GROCERY,OTHERS,0.032,0
TXN0002448,2024-03-26,2024-03-26,CUST00291,ACC00000444,CURRENT,TRANSFER_IN,BRANCH,DEBIT,32508.03,IDR,RETAIL,JKT,0.229,0
TXN0002449,2024-01-14,2024-01-14,CUST00114,ACC00001057,LOAN,INTEREST,INTERNET,CREDIT,13008.08,USD,SALARY,SBY,0.333,0
TXN0002450,2024-03-11,2024-03-11,CUST00381,ACC00000260,CURRENT,REVERSAL,SWIFT,CREDIT,15819.14,IDR, GROCERY ,MDN,0.144,0
TXN0002451,2024-03-26,2024-03-26,CUST00385,ACC00001258,CURRENT,REVERSAL,POS,CREDIT,3489.34,IDR,RETAIL,OTHERS,0.02,0
TXN0002452,2024-01-05,2024-01-05,CUST00308,ACC00001332,SAVINGS,PAYMENT,SWIFT,CREDIT,10696.13,IDR,E_COMMERCE,JKT,0.146,0
TXN0002453,2024-02-24,2024-02-24,CUST00341,ACC00000739,CREDIT_CARD,WITHDRAWAL,POS,DEBIT,7869.25,USD, ATM_CASH ,MDN,0.271,0
TXN0002454,2024-01-02,2024-01-02,CUST00477,ACC00000796,LOAN,INTEREST,BRANCH,CREDIT,3281.2,IDR,TRANSPORT,MDN,0.285,0
TXN0002455,2024-03-02,2024-03-02,CUST00198,ACC00000070,CURRENT,FEE,INTERNET,DEBIT,2849177.7600000002,USD,FEE,BDG,0.118,0
TXN0002456,21/01/2024,2024-01-22,CUST00421,ACC00001478,LOAN,TRANSFER_IN,ATM,DEBIT,4206.6,IDR,LOAN_REPAYMENT,DPS,0.07,0
TXN0002457,2024-03-19,2024-03-19,CUST00321,ACC00001463,CREDIT_CARD,DEPOSIT,BRANCH,DEBIT,4625.13,USD,RENT,DPS,0.203,0
TXN0002458,2024-01-21,2024-01-21,CUST00179,ACC00001388,LOAN,FEE,BRANCH,DEBIT,11453.65,IDR,LOAN_REPAYMENT,BDG,0.275,0
TXN0002459,2024-01-10,2024-01-11,CUST00385,ACC00000983,LOAN,REVERSAL,SWIFT,DEBIT,7225.73,IDR,ATM_CASH,MDN,0.326,1
TXN0002460,2024-03-27,2024-03-27,CUST00219,ACC00000481,SAVINGS,FEE,MOBILE,CREDIT,9278.27,IDR,UTILITIES,SBY,0.219,0
TXN0002461,2024-02-27,2024-02-28,CUST00277,ACC00001168,CREDIT_CARD,INTEREST,POS,DEBIT,6880.18,IDR,SALARY,OTHERS,0.146,0
TXN0002462,2024-02-08,2024-02-08,CUST00437,ACC00000024,CURRENT,TRANSFER_OUT,SWIFT,CREDIT,25095.62,USD,UTILITIES,MDN,0.057,0
TXN0002463,2024-01-05,2024-01-05,CUST00016,ACC00000965,SAVINGS,TRANSFER_OUT,ATM,DEBIT,3866.0,IDR,ATM_CASH,BDG,0.045,0
TXN0002464,2024-03-05,2024-03-05,CUST00492,ACC00001449,SAVINGS,INTEREST,ATM,DEBIT,5586.75,SGD,ATM_CASH,DPS,0.189,0
TXN0002465,,,,,,,,,,,,,,
TXN0002466,2024-03-25,2024-03-26,CUST00061,ACC00000845,CREDIT_CARD,TRANSFER_IN,SWIFT,CREDIT,3676.31,IDR,TRANSPORT,MDN,0.313,0
TXN0002467,2024-03-30,2024-03-31,CUST00054,ACC00001199,LOAN,DEPOSIT,MOBILE,DEBIT,3548.29,IDR,UTILITIES,MDN,0.237,0
TXN0002468,2024-03-25,2024-03-25,CUST00168,ACC00000325,CREDIT_CARD,TRANSFER_OUT,INTERNET,CREDIT,9047.06,IDR,UTILITIES,JKT,0.074,0
TXN0002469,2024-02-22,2024-02-22,CUST00026,ACC00001372,CREDIT_CARD,REVERSAL,SWIFT,CREDIT,16218.09,IDR,FEE,JKT,0.293,0
TXN0002470,2024-03-22,2024-03-22,CUST00336,ACC00000798,LOAN,FEE,SWIFT,DEBIT,18003.15,SGD,SALARY,OTHERS,0.238,0
TXN0002471,2024-02-14,2024-02-14,CUST00476,ACC00000018,LOAN,TRANSFER_OUT,ATM,DEBIT,8720.15,IDR,RETAIL,SBY,0.189,0
TXN0002472,2024-02-01,2024-02-01,CUST00065,ACC00000044,LOAN,DEPOSIT,POS,CREDIT,4732.9,IDR,UTILITIES,MDN,0.218,0
TXN0002473,2024-02-05,2024-02-05,CUST00100,ACC00000155,CREDIT_CARD,PAYMENT,ATM,DEBIT,10102.42,IDR,GROCERY,OTHERS,0.328,0
TXN0002474,2024-03-21,2024-03-21,CUST00074,ACC00000867,CURRENT,FEE, POS ,DEBIT,12745.21,IDR,RENT,SBY,0.158,0
TXN0002475,2024-02-29,2024-02-29,CUST00192,ACC00000922,CREDIT_CARD,WITHDRAWAL,MOBILE,DEBIT,9991.49,USD,ATM_CASH,OTHERS,0.152,0
TXN0002476,2024-01-11,2024-01-11,CUST00171,ACC00001401,CURRENT,FEE,POS,DEBIT,21749.28,IDR,RETAIL,JKT,0.177,0
TXN0002477,2024-03-03,2024-03-03,CUST00273,ACC00000743,CREDIT_CARD,PAYMENT,POS,DEBIT,3599.93,USD,RENT,OTHERS,0.272,0
TXN0002478,2024-01-21,2024-01-21,CUST00377,ACC00001426,CURRENT,DEPOSIT,SWIFT,CREDIT,4639.77,XXX,GROCERY,SBY,0.117,0
TXN0002479,2024-02-21,2024-02-21,CUST00187,ACC00000225,LOAN,PAYMENT,ATM,CREDIT,19463.17,IDR,RETAIL,JKT,0.119,0
TXN0002480,2024-02-24,2024-02-24,CUST00023,ACC00000217,CREDIT_CARD,DEPOSIT,MOBILE,CREDIT,2493.85,IDR,E_COMMERCE,MDN,0.046,0
TXN0002481,2024-01-26,2024-01-27,CUST00391,ACC00000031,CREDIT_CARD,PAYMENT,MOBILE,DEBIT,926319.68,USD,TRANSPORT,DPS,0.03,0
TXN0002482,2024-03-08,2024-03-08,CUST00428,ACC00001083,SAVINGS,REVERSAL,POS,DEBIT,4513.23,IDR,SALARY,BDG,0.096,0
TXN0002483,2024-02-03,2024-02-03,CUST00181,ACC00000898,CURRENT,INTEREST,BRANCH,CREDIT,2318.41,IDR,,JKT,0.107,0
TXN0002484,2024-02-21,2024-02-21,CUST00327,ACC00001377,CREDIT_CARD,DEPOSIT,ATM,CREDIT,6976.35,IDR,GROCERY,MDN,0.227,0
TXN0002485,2024-03-22,2024-03-22,CUST00108,ACC00000935,CREDIT_CARD,PAYMENT,SWIFT,DEBIT,14721.07,SGD,E_COMMERCE,BDG,0.072,0
TXN0002486,2024-02-21,2024-02-22,CUST00335,ACC00000445,LOAN,PAYMENT,INTERNET,DEBIT,9182.57,IDR,DINING,MDN,0.12,1
TXN0002487,2024-01-29,2024-01-30,CUST00162,ACC00001259,CURRENT,DEPOSIT,MOBILE,DEBIT,15362.47,IDR,FEE,OTHERS,0.235,0
TXN0002488,2024-02-07,2024-02-07,CUST00302,ACC00001131,CURRENT,DEPOSIT,POS,CREDIT,21027.05,IDR,UTILITIES,JKT,0.167,0
TXN0002489,2024-02-11,2024-02-11,CUST00493,ACC00001215,CREDIT_CARD,REVERSAL,BRANCH,CREDIT,5952.07,IDR,LOAN_REPAYMENT,SBY,0.102,0
TXN0002490,2024-01-21,2024-01-21,CUST00452,ACC00000530,CURRENT,REVERSAL,INTERNET,DEBIT,67337.79,IDR,RENT,JKT,0.023,0
TXN0002491,2024-02-11,2024-02-11,CUST00206,ACC00000738,CURRENT,REVERSAL,POS,DEBIT,6146.68,SGD,E_COMMERCE,JKT,0.144,0
TXN0002492,2024-01-13,2024-01-14,CUST00078,ACC00000874,CURRENT,TRANSFER_IN,SWIFT,DEBIT,6836.12,IDR,TRANSPORT,DPS,0.226,0
TXN0002493,2024-03-04,2024-03-04,CUST00016,ACC00000566,CURRENT,REVERSAL,POS,CREDIT,4600.42,IDR,E_COMMERCE,MDN,0.27,0
TXN0002494,2024-01-17,2024-01-17,CUST00327,ACC00001269,CURRENT,WITHDRAWAL,POS,CREDIT,12535.4,USD,LOAN_REPAYMENT,JKT,0.336,0
TXN0002495,2024-01-09,2024-01-09,CUST00096,ACC00000076,SAVINGS,DEPOSIT,SWIFT,DEBIT,6422.72,IDR,UTILITIES,OTHERS,0.221,0
TXN0002496,2024-02-10,2024-02-10,CUST00147,ACC00000547,SAVINGS,FEE,INTERNET,DEBIT,7607.47,SGD,UTILITIES,JKT,0.265,0
TXN0002497,2024-01-01,2024-01-01,CUST00002,ACC00000267,CREDIT_CARD,DEPOSIT,POS,DEBIT,6876.26,IDR,ATM_CASH,DPS,0.054,0
TXN0002498,2024-01-02,2024-01-02,CUST00010,ACC00000317,CURRENT,TRANSFER_IN,POS,CREDIT,6752.56,SGD, SALARY ,JKT,0.385,0
TXN0002499,2024-02-29,2024-02-29,CUST00434,ACC00001145,LOAN,TRANSFER_IN,INTERNET,CREDIT,9196.97,IDR,E_COMMERCE,JKT,0.272,0
TXN0002500,2024-02-17,2024-02-18,CUST00125,ACC00000025,CREDIT_CARD,TRANSFER_IN,SWIFT,DEBIT,5652.32,USD,SALARY,OTHERS,0.258,0
TXN0002501,2024-01-29,2024-01-29,CUST00081,ACC00001456,CREDIT_CARD,WITHDRAWAL,MOBILE,DEBIT,5868.55,IDR,LOAN_REPAYMENT,OTHERS,0.175,0
TXN0002502,2024-01-10,2024-01-10,CUST00485,ACC00000160,CURRENT,INTEREST,POS,DEBIT,19116.0,USD,FEE,SBY,0.096,0
TXN0002503,2024-02-27,2024-02-27,CUST00140,ACC00000596,CURRENT,WITHDRAWAL,SWIFT,CREDIT,6407.23,IDR,ATM_CASH,OTHERS,0.066,0
TXN0002504,2024-02-29,2024-03-01,CUST00326,ACC00001138,SAVINGS,DEPOSIT,POS,CREDIT,11013.11,IDR,RETAIL,OTHERS,0.057,0
TXN0002505,2024-01-21,2024-01-21,CUST00150,ACC00000900,CREDIT_CARD,REVERSAL,POS,DEBIT,3977.49,SGD,GROCERY,OTHERS,0.166,0
TXN0002506,2024-01-28,2024-01-28,CUST00288,ACC00000502,CREDIT_CARD,DEPOSIT,SWIFT,CREDIT,5677.4,IDR,GROCERY,SBY,0.165,0
TXN0002507,2024-03-15,2024-03-15,CUST00361,ACC00001190,CURRENT,FEE,SWIFT,DEBIT,3022.84,IDR,DINING,OTHERS,0.287,0
TXN0002508,2024-02-03,2024-02-03,CUST00340,ACC00001013,CREDIT_CARD,WITHDRAWAL,SWIFT,CREDIT,35722.88,IDR,E_COMMERCE,DPS,0.263,0
TXN0002509,2024-01-08,2024-01-08,CUST00129,ACC00000703,LOAN,PAYMENT,SWIFT,CREDIT,-24351.96,IDR,INSURANCE,DPS,0.279,0
TXN0002510,2024-02-28,2024-02-29,CUST00438,ACC00001199,CURRENT,TRANSFER_OUT,INTERNET,CREDIT,13047.7,USD,SALARY,SBY,0.112,0
TXN0002511,2024-03-26,2024-03-27,CUST00239,ACC00000001,CREDIT_CARD,DEPOSIT,ATM,DEBIT,45291.84,IDR,UTILITIES,SBY,0.201,0
TXN0002512,2024-03-12,2024-03-13,CUST00058,ACC00000741,SAVINGS,FEE,POS,DEBIT,15006.35,IDR,RETAIL,JKT,0.374,0
TXN0002513,2024-02-18,2024-02-18,CUST00198,ACC00001110,SAVINGS,FEE,MOBILE,DEBIT,7061.55,IDR,RENT,SBY,0.055,0
TXN0002514,2024-03-19,2024-03-19,CUST00211,ACC00000320,LOAN,TRANSFER_IN,BRANCH,CREDIT,10916.34,SGD,RENT,BDG,0.09,0
TXN0002515,2024-01-17,2024-01-18,CUST00402,ACC00001425,LOAN,FEE,POS,DEBIT,24067.77,IDR,FEE,BDG,0.4,0
TXN0002516,2024-02-29,2024-02-29,CUST00390,ACC00000382,CURRENT,DEPOSIT,MOBILE,CREDIT,4006.8,IDR,RETAIL,DPS,0.241,0
TXN0002517,2024-03-27,2024-03-27,CUST00045,ACC00001342,LOAN,INTEREST,POS,CREDIT,3170.82,IDR,INSURANCE,OTHERS,0.388,0
TXN0002518,2024-03-28,2024-03-28,CUST00097,ACC00001274,CREDIT_CARD,INTEREST,INTERNET,DEBIT,11213.38,IDR,TRANSPORT,DPS,0.098,0
TXN0002519,2024-02-14,2024-02-14,CUST00279,ACC00000898,CURRENT,DEPOSIT,SWIFT,DEBIT,5067.08,IDR,SALARY,MDN,0.053,0
TXN0002520,2024-03-23,2024-03-23,CUST00023,ACC00000717,SAVINGS,WITHDRAWAL, POS ,CREDIT,-1328.86,IDR,LOAN_REPAYMENT,DPS,0.111,0
TXN0002521,2024-03-09,2024-03-10,CUST00410,ACC00001280,CREDIT_CARD,TRANSFER_OUT,BRANCH,DEBIT,2997.86,XXX,SALARY,OTHERS,0.353,0
TXN0002522,2024-02-01,2024-02-01,CUST00461,ACC00000307,CREDIT_CARD,TRANSFER_IN,BRANCH,CREDIT,6316.12,IDR,UTILITIES,SBY,0.358,0
TXN0002523,2024-02-13,2024-02-13,CUST00391,ACC00001168,LOAN,PAYMENT,MOBILE,DEBIT,8421.57,USD,UTILITIES,JKT,0.121,0
TXN0002524,2024-03-05,2024-03-05,CUST00335,ACC00000391,CREDIT_CARD,WITHDRAWAL,POS,DEBIT,8624.61,SGD,RETAIL,MDN,0.298,0
TXN0002525,2024-03-27,2024-03-27,CUST00044,ACC00001193,CURRENT,TRANSFER_IN,ATM,CREDIT,40302.03,SGD,INSURANCE,SBY,0.321,0
TXN0002526,2024-01-08,2024-01-08,CUST00027,ACC00000990,LOAN,REVERSAL,MOBILE,DEBIT,6863.0,SGD,DINING,SBY,0.205,0
TXN0002527,2024-03-17,2024-03-17,CUST00282,ACC00000298,CREDIT_CARD,DEPOSIT,ATM,DEBIT,10122.34,SGD,RENT,JKT,0.082,0
TXN0002528,2024-03-12,2024-03-13,CUST00097,ACC00000233,SAVINGS,PAYMENT,POS,DEBIT,2206.77,SGD,DINING,BDG,0.215,0
TXN0002529,2024-03-27,2024-03-28,CUST00463,ACC00000271,LOAN,TRANSFER_OUT,MOBILE,DEBIT,7903.74,IDR,FEE,OTHERS,0.02,0
TXN0002530,2024-02-12,2024-02-12,CUST00036,ACC00001084,SAVINGS,INTEREST,POS,DEBIT,10586.76,IDR,RETAIL,BDG,0.121,0
TXN0002531,2024-01-01,2024-01-01,CUST00109,ACC00001320,CURRENT,TRANSFER_IN,POS,CREDIT,2696.72,IDR,ATM_CASH,DPS,0.159,0
TXN0002532,2024-02-20,2024-02-21,CUST00055,ACC00001491,SAVINGS,DEPOSIT,BRANCH,CREDIT,3838.38,IDR,DINING,MDN,0.059,0
TXN0002533,2024-01-24,2024-01-24,CUST00192,ACC00001259,CREDIT_CARD,PAYMENT,BRANCH,CREDIT,11984.09,SGD,ATM_CASH,DPS,0.102,0
TXN0002534,2024-01-24,2024-01-24,CUST00219,ACC00000677,SAVINGS,PAYMENT,BRANCH,DEBIT,5234.04,USD,TRANSPORT,OTHERS,0.08,0
TXN0002535,2024-01-17,2024-01-17,CUST00185,ACC00000706,LOAN,FEE, ATM ,CREDIT,7464.89,IDR,LOAN_REPAYMENT,OTHERS,0.064,0
TXN0002536,2024-01-05,2024-01-06,CUST00069,ACC00000234,CURRENT,WITHDRAWAL,BRANCH,DEBIT,12489.23,IDR,LOAN_REPAYMENT,DPS,0.33,0
TXN0002537,2024-01-20,2024-01-20,CUST00317,ACC00001392,LOAN,FEE,BRANCH,DEBIT,41336.36,IDR,E_COMMERCE,OTHERS,0.303,0
TXN0002538,2024-01-21,2024-01-22,CUST00130,ACC00000845,CREDIT_CARD,REVERSAL,MOBILE,CREDIT,6785.69,IDR,FEE,DPS,0.112,0
TXN0002539,2024-02-27,2024-02-27,CUST00055,ACC00001256,SAVINGS,WITHDRAWAL,BRANCH,DEBIT,33368.19,USD,RENT,JKT,0.178,0
TXN0002540,2024-01-31,2024-02-01,CUST00378,ACC00000491,CREDIT_CARD,REVERSAL,INTERNET,DEBIT,1690.84,IDR,RETAIL,JKT,0.169,0
TXN0002541,2024-01-11,2024-01-12,CUST00097,ACC00000503,SAVINGS,WITHDRAWAL,INTERNET,CREDIT,9124.24,SGD,GROCERY,DPS,0.118,0
TXN0002542,2024-02-21,2024-02-22,CUST00336,ACC00000890,CURRENT,WITHDRAWAL,POS,CREDIT,6202.63,SGD,UTILITIES,OTHERS,0.107,0
